Dialogue_id	Utterance_id	Text	Label	Start_timestamp	End_timestamp	Source	speakername	Video_Link	Modality
602	0	hey, marcus. you've been to prison, right?	Confirm	00:16:46,989	00:16:49,091	superstore	Dina	https://drive.google.com/file/d/1eYgeqboCz7RxVW-IvVW1pGM7z09NS_zq/view	Text
220	3	i'll come back later.	Leave	00:11:54,514	00:11:55,682	superstore	Amy	https://drive.google.com/file/d/1Bdd_63IDCO3oo8kd8-5VxZa4Ds_1TxBz/view	Text
35	8	yeah. maybe.	Agree	00:15:01,000	00:15:02,902	superstore	Amy	https://drive.google.com/file/d/11-Hd-9BKPuLYC0ThrdOkRR9bcFeVPmJd/view	Text
889	4	glen, i, uh...   i get that you felt weird about me dating kristen, and--i don't know--i guess i just thought if we spent some time together, maybe i could win you over.	Explain	00:17:59,238	00:18:10,049	superstore	Jonah	https://drive.google.com/file/d/1c887pa34bhaz4TDh9VCiGNn583mRwik5/view	Text
579	3	no, i haven't.	Oppose	00:13:31,644	00:13:33,480	superstore	Garrett	https://drive.google.com/file/d/1DEl07v3KaOK-wuoPOepwVW3jyRqtCsM7/view	Text
259	3	all right, i just got off the phone with corporate, and things are all good on their end.	Inform	00:09:53,726	00:09:58,331	superstore	Jeff	https://drive.google.com/file/d/1Z_ohbhDhuOtmeI0QdIkpNxy4WMY88DQy/view	Text
102	4	okay, what can i do to show you that i mean it?	Asking for opinions	00:20:14,914	00:20:18,117	superstore	Nico	https://drive.google.com/file/d/13e3KVHk-hg3t-N3X5ATahRhs71CkAI24/view	Text
805	35	it was.	Agree	00:10:40,848	00:10:42,265	bigbang	Penny	https://drive.google.com/file/d/1RsNLmUAY5Rylr8_oKgc72H2FNHN6U0lE/view	Text
374	4	well, uh, thank you for visiting.	Thank	00:03:45,333	00:03:47,422	superstore	Nico	https://drive.google.com/file/d/1X9c1wLPz2ijheOk8UzIxU93fGzTB3qDW/view	Text
229	9	yes, you...do.	Agree	00:02:12,800	00:02:14,134	superstore	Jonah	https://drive.google.com/file/d/1yAjxPq0f_79PJQlkr3Sg5PBTbg73CzAk/view	Text
29	8	jerusha, how was it? i feel sick!	Complain	00:08:19,599	00:08:23,636	superstore	Glenn	https://drive.google.com/file/d/10E9c4rH_Olf2bd9mPTdoMg6WIVLeF8Jx/view	Text
772	3	are you okay?	Care	00:08:55,969	00:08:56,937	superstore	Jonah	https://drive.google.com/file/d/13Q8h34goLdfNInI8HBrRwzWPVBvKTvFM/view	Text
27	4	uh, no.	Oppose	00:04:55,062	00:04:57,064	superstore	Jeff	https://drive.google.com/file/d/1KcdF53DtqTyPKlA5LOBUVvqDQXFYT3l3/view	Text
551	5	what do you think?	Asking for opinions	00:11:16,359	00:11:19,129	superstore	Glenn	https://drive.google.com/file/d/1SGL1AdCy1zYhuoctHQGlUY6STmQz-JrO/view	Text
531	3	no, not that one, the good one.	Oppose	00:08:57,290	00:09:00,660	superstore	Cheyenne	https://drive.google.com/file/d/1AAYXQe-7S5JiWxIeF0I6hL0VNEieyvTw/view	Text
650	2	i was just checking out the fliers here.	Explain	00:09:31,731	00:09:33,200	superstore	Jonah	https://drive.google.com/file/d/1PwiF6jqlPyhtHK4ddx7ipUsWHTWW3n09/view	Text
1189	0	hello, gavin.	Greet	00:11:21,264	00:11:23,392	friends	Rachel	https://drive.google.com/file/d/1R0f4ioqBpMFS8OlLKAB1dlTy2hDqI7lu/view	Text
899	18	thanks for a great night.	Thank	00:12:46,015	00:12:48,016	bigbang	Bernadette	https://drive.google.com/file/d/1CQb7h8G1unTGQZV62p5YViSqNeNM50BL/view	Text
1256	5	hi. hi, i'm ross geller.	Greet	00:04:18,246	00:04:21,457	friends	Ross	https://drive.google.com/file/d/1sQ3T50Ht9mCcyLKhFbybtAqhWN86DVaK/view	Text
392	0	also, it is mother's day this weekend, and corporate says mothers are in this year.	Inform	00:01:27,182	00:01:33,188	superstore	Glenn	https://drive.google.com/file/d/1SJwFPqR3bLAzeOIDZyNqJWup8Oqt5BqO/view	Text
1236	10	i guess you're right. still, somebody must have seen it.	Agree	00:21:12,509	00:21:15,887	friends	Ross	https://drive.google.com/file/d/12H-qCbRZoGV4Yl9Q0V7ThyuhD6mm500L/view	Text
957	22	did leonard tell you to say that?	Doubt	00:09:46,669	00:09:48,211	bigbang	Sheldon	https://drive.google.com/file/d/18yxtUZx2agXZMPwfpsl8ObmMbfAkCVZE/view	Text
1232	3	look, monica, i really appreciate you checking in on me.	Thank	00:11:53,450	00:11:56,495	friends	Phoebe	https://drive.google.com/file/d/1C34eRZ4VHAJUbwz7VE_ckFzrt1Joa7wJ/view	Text
50	8	no. no, no.	Oppose	00:10:22,439	00:10:24,441	superstore	Jonah	https://drive.google.com/file/d/11MIiCG39aODVcuU0p_QCeh-y0pvduE9h/view	Text
847	2	wait, do you think our store has a yelf?	Doubt	00:02:32,980	00:02:36,116	superstore	Glenn	https://drive.google.com/file/d/1Kwq6V8jyi49-tD-5yOEyo0jZmQy69VTo/view	Text
350	7	don't say  uh-huh.  you don't even know the rest of it.	Prevent	00:04:56,056	00:04:59,059	superstore	Dina	https://drive.google.com/file/d/1OgvncVXa_7tZPP-JdIaDQxNFfmz-Mynp/view	Text
1138	5	because, um, well, chandler's gonna be home in a couple of days so i thought i would just, um, you know, practice the art of seduction.	Explain	00:06:29,806	00:06:36,561	friends	Monica	https://drive.google.com/file/d/1E6Lx2WmflMssQK2wUqsQe6BjXstLIfR5/view	Text
259	6	i'm gonna go, and, um...	Leave	00:10:14,547	00:10:17,417	superstore	Nico	https://drive.google.com/file/d/1mEvGpHiGPYTdwtQDnadP7V5n6gtflfe_/view	Text
219	2	all right, i'll see you later.	Leave	00:11:18,878	00:11:20,213	superstore	Garrett	https://drive.google.com/file/d/1jZv1L8MP2wmuSvvXAsUU_DD6RF_rzfTt/view	Text
65	8	you're not that stupid.	Oppose	00:00:36,036	00:00:37,705	superstore	Glenn	https://drive.google.com/file/d/1jbx01wowgL5LLWjFVu4MTH2tN8Btgtun/view	Text
530	12	wait, half do, or half don't?	Doubt	00:08:27,160	00:08:29,997	superstore	Glenn	https://drive.google.com/file/d/15G7b0kL8eqNJTVyZbovnVOOsXxzRLoqu/view	Text
495	1	hey, guys, what's going on over here?	Care	00:17:52,004	00:17:54,541	superstore	Jeff	https://drive.google.com/file/d/1-dxcvEHmWTAVK9CerVrMsf-paFLKcbgj/view	Text
122	0	bye. bye.	Leave	00:19:23,329	00:19:25,531	superstore	Nico	https://drive.google.com/file/d/1yrfKz0BThCOdMmlm6BjHnVIjg1ihQ5mi/view	Text
226	12	um, that's not a thing.	Oppose	00:18:24,203	00:18:25,271	superstore	Amy	https://drive.google.com/file/d/1xB_QvgoAm1ghRTC7ecZommTKCYEXo4dr/view	Text
1275	11	i think you should give joey a chance.	Advise	00:22:40,734	00:22:43,778	friends	Ross	https://drive.google.com/file/d/1tIGw25Fs3FHlaFrfVale6aBzW2mlsnXJ/view	Text
966	24	it was eight courses of lamb. and they tried to fix me up with their son.	Complain	00:08:58,120	00:09:02,332	bigbang	Penny	https://drive.google.com/file/d/19-KglPaufEdC8Tidj_FR9pFXxR6sYZ69/view	Text
687	5	and it could have, like, a cape or something, and, like, little cloud muscles.	Advise	00:01:51,004	00:01:57,711	superstore	Cheyenne	https://drive.google.com/file/d/1N_rJMMPWhmz2abI-ehEKN43fn18d4-nL/view	Audio+Video+Text
434	16	well, glenn, what do you mean,  technically?	Doubt	00:03:34,582	00:03:37,151	superstore	Amy	https://drive.google.com/file/d/1femNuGmVXW94Dfud5XbAzSburoZt6nBE/view	Text
1308	58	remember, emma, heart disease kills women too.	Inform	00:09:38,911	00:09:41,871	friends	friends person1	https://drive.google.com/file/d/1gc6w80AZYqxzRTgH9EX_Oc3OW9lZk0oo/view	Text
784	5	i just thought he was really into you.	Taunt	00:02:10,724	00:02:13,561	superstore	Dina	https://drive.google.com/file/d/1fDba6vE6Z4nNBdGZwahZS7NjQbzsCyyQ/view	Audio+Video+Text
649	5	it's a very long announcement.	Explain	00:09:13,513	00:09:15,648	superstore	Garrett	https://drive.google.com/file/d/1-oncfQiqAvHqQbNU5u-yy4yNWaLbj3j3/view	Video+Text
1093	16	do you think that, maybe, sometime, i could, uh... it's okay. go ahead, ask me out.	Invite	00:18:40,244	00:18:48,501	friends	friends person1	https://drive.google.com/file/d/1QnF3zuizSIRQ4iAzsYIbdiW_Vz5Y7jhS/view	Audio+Text
806	4	hello.	Greet	00:14:34,623	00:14:35,957	bigbang	Penny	https://drive.google.com/file/d/1AJcIS00exsTDNfSsHBLPG_F3Oag7K7be/view	Text
962	15	i was at a coffee klatch with a couple of friends and one thing led to another and, it turns out, you're off the team.	Explain	00:07:36,080	00:07:42,711	bigbang	Leonard	https://drive.google.com/file/d/1F26duYb6LnEBMtVRO8gTorsbnFTfWBxR/view	Text
1099	11	phoebe's never had a serious relationship?	Doubt	00:08:42,730	00:08:44,940	friends	friends person1	https://drive.google.com/file/d/1g2dUQV0BobcxOtkIHmyvQY5YRNOKSQQI/view	Text
121	15	see? you're going to be just fine.	Comfort	00:18:56,302	00:18:58,905	superstore	Glenn	https://drive.google.com/file/d/1bRsbzJThm6GntIDd8dNGpeoUeLD5AiW2/view	Text
940	8	i've had enough of your condescension.	Complain	00:15:25,841	00:15:27,800	bigbang	Leonard	https://drive.google.com/file/d/1HyB0JNWcWVNOH1heroK430lHGC_mna0g/view	Audio+Video+Text
713	6	i mean, i'd say you're a natural.	Praise	00:08:03,817	00:08:05,453	superstore	Garrett	https://drive.google.com/file/d/1d7cwWSjhaZIWLXEStoox92Ww_v4C0yjR/view	Text
1140	6	then joey and i will come in and see that there's no guy in here.	Plan	00:11:04,038	00:11:07,040	friends	Chandler	https://drive.google.com/file/d/170Kwxw80eelf5YdycAMkpOO4XsygRKlT/view	Text
1264	1	oh, my god. honey, i am so, so, so, so sorry.	Apologise	00:20:08,862	00:20:13,742	friends	Monica	https://drive.google.com/file/d/1FlYsOz7hPGlcNKgr6TZG3TMLGfZNW7dP/view	Text
314	6	you're right.	Agree	00:11:36,064	00:11:37,196	superstore	Nico	https://drive.google.com/file/d/157Hi7GKWOw_B5xphIs01YuRWZ1UXk45Y/view	Text
112	7	why don't you just call adam?	Advise	00:07:56,376	00:07:57,744	superstore	Nico	https://drive.google.com/file/d/1ERx6YTGBPNsFWXL9O_PzNyCI9YmRqdfK/view	Text
980	13	okay, i have my own wholesale flower business.	Introduce	00:12:50,311	00:12:52,937	bigbang	big bang person1	https://drive.google.com/file/d/1SCnP7piGy4yO-lKjh8e_5r4Y-X-lb_Le/view	Text
255	1	don't worry about it. it's like i said.	Comfort	00:07:02,539	00:07:04,607	superstore	Amy	https://drive.google.com/file/d/1wRLoo3Xr7gDRAWh4COK_44n8D7eZpZ68/view	Text
857	1	yeah. thanks.	Thank	00:10:58,225	00:10:59,927	superstore	superstore person1	https://drive.google.com/file/d/1fv2JpKaxv3kAqHddIz4_6xcy3UegqS6R/view	Text
847	5	we're famous! 168 reviews.	Flaunt	00:02:44,992	00:02:48,028	superstore	Glenn	https://drive.google.com/file/d/1evt8ALlAPRxqLYginSn_CbT_hff8uXQf/view	Text
1093	13	you are really good.	Praise	00:18:20,432	00:18:21,891	friends	Phoebe	https://drive.google.com/file/d/1gYtQRkw2Ev0wEm1hi-KKhdzWnXK7MvtD/view	Text
58	3	thank you, governor greitens.	Thank	00:16:56,065	00:16:57,767	superstore	Dina	https://drive.google.com/file/d/1n-hDGz_2LV9sS5ILFqlV2YtYWAETXQVr/view	Text
828	15	great.	Acknowledge	00:13:08,662	00:13:10,038	bigbang	Leonard	https://drive.google.com/file/d/1dI1zfVqWzV2KrA7dao6XRvifKihoHwUq/view	Audio+Video+Text
225	1	he is studying to be a receptionist, and he sleeps on the top bunk.	Introduce	00:15:49,649	00:15:52,752	superstore	Nico	https://drive.google.com/file/d/1JTZesLZxVEc40XXujJKacSbgO4sHSUyj/view	Text
121	5	hey, come on, y-you're overreacting.	Comfort	00:18:17,263	00:18:19,598	superstore	Jonah	https://drive.google.com/file/d/1cE1vQ2Rr9z7PwIY8Ba6iYWDk1Eq7FoWv/view	Text
1069	1	i just want you to know that what you witnessed in there, that wasn't for fun.	Explain	00:12:49,059	00:12:54,063	friends	Chandler	https://drive.google.com/file/d/1GwKkscLo7aWDhWoCYqv_SrjeL2ShHG9-/view	Video+Text
101	13	oh, but thank you so much for sharing that with me.	Thank	00:19:48,454	00:19:51,057	superstore	Dina	https://drive.google.com/file/d/1ZWQy6aEbW4vGlPG_XMZrDZtUuBVuvwBT/view	Text
305	6	not me. if i hear someone's pregnant, all i think about is bathroom breaks and doctors' appointments and hormones.	Oppose	00:04:41,171	00:04:46,655	superstore	Dina	https://drive.google.com/file/d/1IWCg9r7C2Iv-VImVj4HeqcvyDzlQAyfT/view	Text
254	8	actually, that's not a bad idea.	Agree	00:06:40,250	00:06:41,618	superstore	Nico	https://drive.google.com/file/d/1CVr-VPUclRgngtiPzijwiaX8VzqfxYC5/view	Text
1256	7	it's good to meet you.	Greet	00:04:29,507	00:04:30,842	friends	friends person2	https://drive.google.com/file/d/1rSzsrPFl_eJlibeXTxOYGND_EIEYwb8h/view	Text
1185	3	well, at least you have one thing to be happy about.	Comfort	00:20:13,295	00:20:15,922	friends	Monica	https://drive.google.com/file/d/1O1QejVs6Nnr_fnHKyxPLwt_f_fOVy8KT/view	Text
1166	3	i'm just afraid if i don't come back now, this guy will try and squeeze me out.	Explain	00:11:37,071	00:11:41,157	friends	Rachel	https://drive.google.com/file/d/12PKr6hNmARJYfk2Nbte8G_uYU5G9kE2d/view	Text
6	4	you're an intense mom.	Taunt	00:06:15,175	00:06:17,110	superstore	Jonah	https://drive.google.com/file/d/1IbYYPTcscw9ci98Hr9IRZ3oQsJv9z2XG/view	Audio+Video+Text
1204	3	hello?	Greet	00:14:58,355	00:14:59,397	friends	Joey	https://drive.google.com/file/d/149MZ6hg-8Ph5D6sMAfNDVNRZ_MV5u5FZ/view	Text
940	9	maybe i didn't go to college when i was 11, like you.	Complain	00:15:27,968	00:15:30,678	bigbang	Leonard	https://drive.google.com/file/d/1ruM3egiWnn8aHx3qUcNjCXOZXtiiDiw9/view	Audio+Text
762	10	yeah?	Confirm	00:17:37,183	00:17:38,585	superstore	Glenn	https://drive.google.com/file/d/1fCm1GvcuSd94ZLT-tqTwS1xsqB2jMSMs/view	Text
291	1	he's a lawyer, but i think he used to be a skydiving instructor, and he does a lot of charity work.	Introduce	00:05:46,584	00:05:50,850	superstore	Dina	https://drive.google.com/file/d/1SYCNP5rbzPV9Qfd6tQMSwEzmaE6vjU6Q/view	Text
284	49	weren't you praying to allah the whole time?	Doubt	00:15:53,753	00:15:56,122	superstore	Cheyenne	https://drive.google.com/file/d/13jX4QIVYx_AqzraE2o8LE7LpMWgAFK9k/view	Text
992	4	but before you say anything, have you ever heard of schrödinger's cat?	Asking for opinions	00:18:52,214	00:18:56,050	bigbang	Leonard	https://drive.google.com/file/d/14TcgCLS176ZzbLULKxjvQjNWRdxRRa-5/view	Text
28	2	just stand there and make brown, like jonah?	Taunt	00:05:58,391	00:06:01,161	superstore	Dina	https://drive.google.com/file/d/1sTnPjIhLPwrsvCUgw5C2A1L9I5sMKLqn/view	Audio+Video+Text
1301	4	hello.	Greet	00:15:00,900	00:15:02,859	friends	friends person1	https://drive.google.com/file/d/1c8xUaV51r0TKGMAO37V4SVtOFs3ZQU2K/view	Text
696	1	this is very flattering, but i obviously can't sign that.	Refuse	00:10:13,640	00:10:18,345	superstore	Jonah	https://drive.google.com/file/d/1apkUnTShUdNesrcL7bkocsjwhV6uOXqA/view	Text
8	5	excuse me. you were gonna check to see if you had any floor cleaner in the back?	Confirm	00:07:42,595	00:07:45,665	superstore	superstore person2	https://drive.google.com/file/d/1Z0bU18dd_xkfZCL0UiXPlXuhiq86UWwG/view	Text
3	3	i have been experiencing some anxiety recently, and...	Complain	00:03:47,995	00:03:52,499	superstore	Dina	https://drive.google.com/file/d/1BTE0SV8nrGNU8yZ_kEYyH_xhneUphf2L/view	Text
327	3	you're funny.	Praise	00:04:55,925	00:04:58,014	superstore	superstore person2	https://drive.google.com/file/d/1EnDVaZOXSxVP_LUXDBDuZwwdimtkaMeE/view	Text
211	3	you look really nice.	Praise	00:05:11,879	00:05:13,714	superstore	superstore person4	https://drive.google.com/file/d/1Qyaheo_aoiDLWIWBXAzRK6WvJN7SmWs7/view	Text
877	4	keep on spending, sheep.	Joke	00:05:39,867	00:05:41,201	superstore	Dina	https://drive.google.com/file/d/1RVrwdmleJLxdQcV-GgL2ZExEiUcS020f/view	Audio+Video+Text
117	31	stop complaining, and start enjoying yourselves right now!	Arrange	00:14:05,211	00:14:09,616	superstore	Dina	https://drive.google.com/file/d/1JAcy9KbqyLScxiM86ElUuZeBfyBW1xUR/view	Text
449	7	so bad. right into the bone.	Complain	00:19:50,824	00:19:53,361	superstore	Glenn	https://drive.google.com/file/d/12GviLZNZwA4OWUDqMc0NaJ-7A33peUne/view	Text
1221	4	i mean, if you want to see a man gain weight and a woman stop shaving get them married.	Explain	00:15:01,026	00:15:07,365	friends	Ross	https://drive.google.com/file/d/1mVNUscEr3OEMYXwovSx68jhS-bLQp1Qf/view	Text
164	0	i agree.	Agree	00:03:18,431	00:03:20,133	superstore	Glenn	https://drive.google.com/file/d/11fqusv0EbtF9LEpfSKnEpiONFiRjHlHz/view	Text
1106	4	no. i just happen to know a lot of trivia about smoking in different states.	Oppose	00:04:13,336	00:04:18,090	friends	Chandler	https://drive.google.com/file/d/1osDbc7ucywpG0MFUXkwqzXY51HIwuKBi/view	Text
265	6	we have to find out if it's due to drugs or just gross incompetence.	Inform	00:14:39,446	00:14:42,482	superstore	Dina	https://drive.google.com/file/d/1Amj9VOSclhchUaxhCnb3i_42uuGXHR_S/view	Text
654	5	you know, i think someone already bought them all.	Inform	00:12:58,971	00:13:02,842	superstore	Cheyenne	https://drive.google.com/file/d/1UbbwTgvpzlclSSW4TZ17JPgdiJ2e8cK6/view	Text
775	0	hey, guys, did you hear?	Greet	00:12:46,359	00:12:47,694	superstore	Nico	https://drive.google.com/file/d/1LBnlFnXm6HpFmiF-edGFr6JTB22Cla0H/view	Text
225	0	so, this is my cousin, nestor.	Introduce	00:15:47,880	00:15:49,616	superstore	Nico	https://drive.google.com/file/d/1D01a4DPBSLon_omUj01rooOG8BMqshpq/view	Text
13	5	oh.	Acknowledge	00:12:09,629	00:12:11,331	superstore	superstore person2	https://drive.google.com/file/d/1Xvu-_1CRy7byl2OdLYXyphzZgNUZOAa0/view	Text
14	6	obviously, don't hit her, but if you wanted to shake her a little, that would be cool.	Advise	00:12:52,905	00:12:57,377	superstore	Amy	https://drive.google.com/file/d/1aWkfVccnNzhPe1nO4fZvuX7tnA80ssc2/view	Text
259	2	illegal, like being in this country illegally?	Doubt	00:09:49,489	00:09:53,693	superstore	Nico	https://drive.google.com/file/d/1F2H82VKPRBIchQdr6QzbAXY36j7_CTEE/view	Text
894	39	thank you, sheldon.	Taunt	00:03:12,775	00:03:13,817	bigbang	Leonard	https://drive.google.com/file/d/1MT7qVD6gp70_HwdGZ4IAEmS4meEIYS1J/view	Text
93	0	did you know marcus has a podcast called  celebrities i would bone,  and in every episode he just lists celebrities he would bone.	Confirm	00:10:50,650	00:10:58,791	superstore	Cheyenne	https://drive.google.com/file/d/1_PWbeqYRMxE9P-CPWnu3DxjNjmlxi4CV/view	Text
89	3	oh, hey, glenn!	Greet	00:07:48,335	00:07:49,669	superstore	Nico	https://drive.google.com/file/d/16Rt3BA4Qc7LYaxDtY2Ov9LxkAG5mXXI5/view	Text
838	1	i marked the calendar for future reference.	Inform	00:09:22,895	00:09:25,564	bigbang	Sheldon	https://drive.google.com/file/d/1J0HxltCUqPyuD2sggebl9vPg5B44EkJv/view	Text
883	8	the tie just makes me so happy, man.	Praise	00:13:01,374	00:13:03,243	superstore	Garrett	https://drive.google.com/file/d/13RXwkwPsOZPeW468yFTQEmpgVpII_Z9p/view	Text
892	3	wow, you know, i love how you know me so well.	Praise	00:19:53,259	00:19:55,962	superstore	Bo	https://drive.google.com/file/d/1mYaBm4BIpCUoJ15W4kr-KG_GhixZb4Fo/view	Text
65	9	i mean, i guess if this was someone from the bible, you'd probably be pretty upset if i did this.	Explain	00:00:37,738	00:00:43,243	superstore	Dina	https://drive.google.com/file/d/1RBp3NCG60OA2QVKzj4_H3eYYpJjQYUht/view	Text
20	2	i gotta write it up for her workman's comp claim.	Plan	00:18:10,222	00:18:13,826	superstore	Glenn	https://drive.google.com/file/d/1mVj7FEbCRN3hv5VPYDPiN64mfYO2Me0G/view	Text
1012	7	if you don't figure something out, i warn you i shall become very difficult to live with.	Warn	00:12:30,166	00:12:36,004	bigbang	Sheldon	https://drive.google.com/file/d/1xPdy7n4pTJtUuecW7KVHmHGETRLpLjdb/view	Text
1246	7	you said you had customers lined up in the street, so i'm here to entertain.	Explain	00:06:42,361	00:06:46,365	friends	Phoebe	https://drive.google.com/file/d/1iXEgg1JFMmZRGloXsVo2i54Dh78ydb-L/view	Text
425	0	not to be critical, cheyenne, but i feel stupid.	Complain	00:11:41,939	00:11:45,204	superstore	superstore person1	https://drive.google.com/file/d/1vepN_u9yLoYmrlv_QSwKUGnz7flMievJ/view	Text
619	7	thank you for that.	Thank	00:07:53,901	00:07:55,936	superstore	Amy	https://drive.google.com/file/d/1OIxQf06cH2C-biYQvSdPTj1NHvhocQUM/view	Text
1049	5	oh, stephanie, thanks for calling me back. i was worried.	Thank	00:16:06,715	00:16:10,134	bigbang	Howard	https://drive.google.com/file/d/1kMyXdlAO6NEbMvnsUt9JesCzrYeg5CVo/view	Text
329	4	i'm not pressuring anyone.	Oppose	00:05:45,540	00:05:47,455	superstore	Glenn	https://drive.google.com/file/d/12sToG3F9te1kXpSV1IoCFgOOB_KHBENP/view	Text
53	2	you need to find a cursed object, have a whirlwind romance with her, but then learn an important life lesson.	Advise	00:12:08,645	00:12:14,251	superstore	Garrett	https://drive.google.com/file/d/1CbKVKsLglsY_WkzR84RNAliilOXk6_Y1/view	Text
157	9	i threw up in my lap.	Complain	00:15:13,379	00:15:15,347	superstore	Glenn	https://drive.google.com/file/d/1XVcO12ALJCjrAhetnqDYtPSvX8pcHnmY/view	Text
158	6	i didn't try to murder you.	Oppose	00:16:36,128	00:16:38,330	superstore	Sandra	https://drive.google.com/file/d/11VLJpi_29pAh_lHhGaOimR4qvOUVv34j/view	Text
115	4	no, because adam made the password, and you have to have a password to get online to change the password, and i don't have the password, so i can't do that.	Explain	00:10:26,158	00:10:34,033	superstore	Amy	https://drive.google.com/file/d/1TnFTLUZljkttgo1vPMYUmxHUY6dbDN-P/view	Text
204	1	no.	Oppose	00:20:25,257	00:20:27,359	superstore	Garrett	https://drive.google.com/file/d/1m-uYusyxwIVeX78FeNIsHafAjUfmp-Po/view	Audio+Text
32	5	okay. okay.	Acknowledge	00:10:36,769	00:10:38,338	superstore	Glenn	https://drive.google.com/file/d/118_T8AW2AFSvd5uD19gAsvShR9nAdoVd/view	Text
36	10	oh. well, then come at me.	Invite	00:16:40,900	00:16:42,569	superstore	Dina	https://drive.google.com/file/d/1vOCnIMgceT-0VRukkcQNtTL8T_CYiZBn/view	Audio+Video+Text
206	5	i am taking this time to focus on me.	Plan	00:01:51,979	00:01:53,814	superstore	Amy	https://drive.google.com/file/d/1jTqck3s_vlq9ryb6SOuNKNrkHP6qYWfd/view	Text
1022	13	oh.	Acknowledge	00:11:57,550	00:11:59,008	bigbang	Sheldon	https://drive.google.com/file/d/1YTHqK1-Qpol3zLGTsgPCAacU7J2YsAUZ/view	Text
567	4	hey. to what do we owe this honor?	Greet	00:02:51,098	00:02:53,767	superstore	Glenn	https://drive.google.com/file/d/1FOTgvCHDrnjtwBgLjlQvfIVLGdDdlZ3T/view	Text
1034	8	well, then, what took you so long?	Doubt	00:04:29,811	00:04:31,895	bigbang	Sheldon	https://drive.google.com/file/d/11fbkfHbnnNMWpIHd3buyot57unqideLg/view	Text
1260	2	still, it can't be easy for you to leave harvard.	Comfort	00:14:35,571	00:14:38,282	friends	Ross	https://drive.google.com/file/d/1hqcfAl8HuZkPQ3YjPq1f26cJIt2-JdFE/view	Text
1142	9	all right, i'll do it.	Agree	00:15:56,997	00:15:58,539	friends	friends person1	https://drive.google.com/file/d/1C7X450DG4QT2cOBkZ2YqZM9_0V4h4HJo/view	Text
1218	1	i just really wanted to apologize again.	Apologise	00:19:39,804	00:19:42,932	friends	Phoebe	https://drive.google.com/file/d/1EfEj2h_19PInZHEI3ib8kzVkLzdWG72d/view	Text
678	4	what?	Doubt	00:13:17,731	00:13:18,899	superstore	Garrett	https://drive.google.com/file/d/1WKkcUiqbRIHc_zIBqlxletrczeR_5yuf/view	Text
1308	88	how do you think she'll feel when she comes back and you're gone?	Asking for opinions	00:13:30,684	00:13:33,812	friends	Ross	https://drive.google.com/file/d/1wHch2zneWoXtPGUvUVhq6xp6o7broCMA/view	Text
17	3	bathroom pass?	Confirm	00:15:10,277	00:15:11,511	superstore	superstore person2	https://drive.google.com/file/d/1n26vYqyB2iuhe7IbTC_iaudMygxGe591/view	Text
594	0	guess who got a sticker.	Flaunt	00:09:40,763	00:09:42,699	superstore	Cheyenne	https://drive.google.com/file/d/1rVC5AGdi2I2EKCDJERRKr5o0aVGQKQiu/view	Audio+Video+Text
1316	1	oh, well, i bought chandler a $500 watch, and he wrote me a rap song.	Inform	00:13:28,849	00:13:34,187	friends	Monica	https://drive.google.com/file/d/1Pz5rNkP1BERog8Abn9Nr9MDak-gjn92d/view	Text
546	4	so unfortunately, most of these guys, they're out of time.	Inform	00:05:37,020	00:05:39,189	superstore	Janet	https://drive.google.com/file/d/1UNGRI_DjL3dDwZ27G0GovgQ6GOpEobto/view	Text
117	21	okay, i came here to watch the globes, not sit around starving in some sad, divorced woman's house.	Taunt	00:13:29,876	00:13:35,081	superstore	Nico	https://drive.google.com/file/d/1zIBnRTGXiJQhyG_COlRzzrFcnKgXO0ql/view	Audio+Video+Text
620	0	ignore me. just doing some research.	Inform	00:07:58,305	00:08:00,473	superstore	Jonah	https://drive.google.com/file/d/1BOv_gZZU1KOsWZNAMk1f_QcKVGxZsWnx/view	Text
109	1	yes, was he pumping petrol?	Joke	00:05:23,523	00:05:26,426	superstore	Garrett	https://drive.google.com/file/d/1idC7Da2-86nzpHHBXtmClglc8iSwKbNb/view	Video
227	2	no, if i let you leave early, then i have to take somebody off register, to cover your section.	Refuse	00:19:56,328	00:20:00,399	superstore	Garrett	https://drive.google.com/file/d/1v3VJ8c2Esqif97bRggP194V3xD_DOTuv/view	Text
197	10	no, i'm not.	Oppose	00:12:41,594	00:12:42,829	superstore	Cheyenne	https://drive.google.com/file/d/1UST1epEve6F_nXO6y-6u-RTA9gQ38f8l/view	Text
1331	9	oh, god. i am so sorry, but... i mean, there's so much history between us, you know?	Apologise	00:23:05,300	00:23:14,016	friends	friends person1	https://drive.google.com/file/d/1YVC83Q2eiT9g2dEC8FNJ8cetW7wRQ4vf/view	Text
998	2	why don't you take a minute to decide?	Advise	00:10:38,763	00:10:40,764	bigbang	Sheldon	https://drive.google.com/file/d/1NXE99CFr5vxQgytkGtTcT3kaQk4pe__1/view	Text
5	1	relax. it's just dad.	Explain	00:04:58,065	00:05:00,333	superstore	superstore person1	https://drive.google.com/file/d/1l06fTG-9RUVVLDa_5mSjnhe1zaDNQc-4/view	Video+Text
110	3	is this like a  mannequin  situation?	Taunt	00:06:49,842	00:06:51,611	superstore	Nico	https://drive.google.com/file/d/1_zL-sfAB5sc-tE822X4Oql_ze6YHwrtx/view	Audio+Video+Text
