Text,ground_label,modality
"no, i'm just holding it.",Oppose,Text
it's nice.,Praise,Text
yeah?,Acknowledge,Text+Video+Audio
i'm sorry about everything earlier.,Apologise,Text
i've been off today.,Inform,Text
going from two gText+Video+Audioons of juice a day to nothing has been messing with my head.,Complain,Text
"yeah, i get it.",Agree,Text+Video+Audio
i'm sorry too.,Apologise,Text
"i just get sensitive, because sometimes i think you're smarter than me.",Explain,Text+Video
i've come to deliver the fair maiden sandra to good king jeff.,Inform,Text
roach situation in the break room is getting worse.,Inform,Audio
"so clean up your crumbs, and heather, stop hording yogurt lids in your locker.",Arrange,Text
"i know that, because we had that oscar pool.",Explain,Text
i am talking about the new cloud 9 integrity awards.,Inform,Text
"the winner from each store gets an unframed certificate, and attends a luncheon with an Text+Video+Audio-you-can-eat buffet.",Inform,Text
"anyway, uh, the recommendation forms are here, and-which brett will be happy to help you with-in case you think of someone you work with, or maybe work for, who you think has shown integrity in the workplace.",Inform,Text+Video
you can't push yourself for an award.,Prevent,Text
"no, you're-you're not getting it.",Oppose,Text
"well, i'm probably not eligible, since i'm dating jeff.",Flaunt,Text+Video+Audio
"oh, jonah, so sweet, so dumb.",Taunt,Text+Video+Audio
they're in the new place. we're just getting boxes.,Explain,Text+Video+Audio
"hey, princess.",Greet,Text
took me two minutes to box up everything i own.,Flaunt,Text+Video+Audio
"i don't know, maybe your heart medicine, so that your body doesn't reject your new valve?",Advise,Text
yep.,Acknowledge,Text
"this is where i need to be, amelia...",Emphasize,Text+Video+Audio
you probably saved his life.,Praise,Text
"hm, who saw that coming?",Complain,Audio+Video
"eh, you know, it wasn't that big a deal.",Comfort,Text
"how crazy would that be? garrett, integrity award winner.",Taunt,Text+Video
"well, on the off chance that i'm right, why don't we do this?",Advise,Text
"attention, cloud 9 employees, do not recommend me for the integrity award.",Inform,Text
"if you would like to reward me for rescuing a dog, feel free to bring baked goods by customer service, preferably homemade.",Inform,Audio
thank you.,Thank,Text
"and no lemon squares, or anything with oatmeal.",Inform,Text
save that crap for somebody who did not rescue a dog.,Inform,Audio
"anyway, thanks for making jeff send him.",Thank,Text
"sure. i'm a good man to know, so let me know if you need anything else.",Flaunt,Text+Video+Audio
you reText+Video+Audioy schlonged me with this whole dog scam.,Criticize,Text
why are you doing this?,Criticize,Text
leonard: this is it.,Introduce,Text
tell him about our iq.,Arrange,Text
"well, your ex-boyfriend sends his regards and i think the rest is fairly self-explanatory.",Explain,Text+Video+Audio
i'm so sorry.,Apologise,Text
i reText+Video+Audioy thought if you guys went instead of me he wouldn't be such an ass.,Explain,Text+Video+Audio
"reText+Video+Audioy, thank you so much for going and trying.",Thank,Text
you just-you're so terrific.,Praise,Text
"why don't you put some clothes on, i'll get my purse, and dinner is on me, okay?",Invite,Text+Video+Audio
"you're not done with her, are you?",Confirm,Text
"any ideas, raj?",Asking for opinions,Text
i know a wonderful little sushi bar that has karaoke.,Introduce,Text
"oh, that sounds like fun.",Praise,Text
does it have peanut oil?,Care,Text+Video+Audio
"since it's not bee season, you can have my epinephrine.",Joke,Text+Video+Audio
thailand has had the fork since the latter half of the 1 9th century.,Introduce,Text+Audio
"hey, raj.",Greet,Text
"still not talking to me, huh?",Confirm,Text
"don't take it personText+Video+Audioy, it's his pathology.",Comfort,Text
"if it gets here and i’m not here, could you sign for it and put it in?",Ask for help,Text
you realize that scene was rife with scientific inaccuracy?,Confirm,Text+Video+Audio
"yes, i know, men can't fly.",Acknowledge,Text+Video+Audio
she's 2 feet above the ground.,Emphasize,Text+Video+Audio
i'm just gonna go wash up.,Leave,Text
i have 2600 comic books in there.,Flaunt,Text
chText+Video+Audioenge accepted.,Agree,Text+Video+Audio
we're locked out.,Complain,Audio+Video
why not?,Doubt,Text
archimedes would be so proud.,Joke,Text+Video+Audio
do you have any ideas?,Asking for opinions,Text
"yes, but they Text+Video+Audio involve a green lantern and a power ring.",Joke,Text+Video+Audio
"okay, yeah, no problem. just come up here, help me pull and turn.",Arrange,Text
men do things for women without expecting sex.,Oppose,Text+Video+Audio
i'm doing this to be a good neighbor.,Explain,Text
"oh, god, my fingers!",Complain,Text
a little messy?,Doubt,Text
explain to me a system where a tray of flatware on a couch is valid?,Doubt,Text+Video+Audio
i'm just inferring that this is a couch because the evidence suggests the coffee table's having a tiny garage sale.,Taunt,Text+Video+Audio
did it occur to you that not everyone has the compulsive need to sort organize and label the entire world around them?,Asking for opinions,Text+Video+Audio
no.,Oppose,Text
this is not anyone's home. this is a swirling vortex of entropy.,Taunt,Text+Video+Audio
because it was immaculate.,Explain,Text+Video
"Text+Video+Audio right, just a few more feet and.... here we are, gentlemen, the gates of elzebub.",Introduce,Text+Video+Audio
don't panic. this is what the last 97 hours have been about.,Comfort,Text
"warriors, unsheathe your weapons. magic wielders, raise your wands.",Arrange,Text
"raj, blow the gates.",Arrange,Text
don't just stand there. slash and move.,Arrange,Text+Video+Audio
stay in formation.,Arrange,Text
"oh, he's got me.",Complain,Text+Video+Audio
"sheldon, he's got raj. use your sleep spell.",Arrange,Text
he's selling the sword of azeroth on ebay.,Inform,Audio
you betrayed us for money? who are you?,Criticize,Text
don't you people read character descriptions?,Doubt,Text
wanna log on to second life and go swimming?,Invite,Text+Video+Audio
i just built a virtual pool.,Inform,Audio
no. i can't look at you or your avatar right now.,Oppose,Text
excuse me.,Leave,Text+Video+Audio
"stealing snail mail, very old school. i like it.",Praise,Text+Video
how do i look?,Asking for opinions,Text+Video
no. the dark crescent-shaped patterns under your arms conceal it nicely.,Oppose,Text
"perfect, that gives you two hours and 1 5 minutes for that dense molecular cloud of aramis to dissipate.",Inform,Audio
"by the way, you didn't join us because you stuffed yourself with a chicken-carbonara sub at quizno's.",Inform,Audio
why would i join you?,Doubt,Text
"oh, no, well, now, there's always the possibility that alcohol and poor judgment on her part might lead to a nice romantic evening.",Comfort,Text+Video+Audio
"you're right. alcohol, poor judgment. it could go well.",Agree,Text
"you could have stopped at,  it could go well.  if i could have, i would have.",Complain,Audio+Video
i'm having a panic attack.,Explain,Text+Video+Audio
"oh, okay. well, then, calm down.",Comfort,Text+Video
would you just sit down?,Advise,Text+Video+Audio
"now, try to increase your alpha-wave activity.",Advise,Text+Video+Audio
it's relaxation through brainwave manipulation.,Explain,Text
"it was sparsely sourced, but i think the science is valid.",Explain,Text+Video+Audio
"i can't. if i don't show up, she'll still be expecting you.",Oppose,Text+Video+Audio
why would she be expecting me?,Doubt,Text
"no, robbie, robbie. you're not listening to us.",Oppose,Text+Video+Audio
let me break this down for everyone.,Explain,Text+Video+Audio
this is strictly sex. no one stays over and we keep an even tText+Video+Audioy in terms of orgasms.,Explain,Text
"in a relationship, you know things about the other person.",Oppose,Text+Video+Audio
"i don't know anything about dina, nor do i care to.",Explain,Text+Video+Audio
that's where the power comes from.,Explain,Text+Video+Audio
okay. how do you want to do this?,Asking for opinions,Text
i guess just start with a punch in the face?,Advise,Text
"yeah, yeah, okay.",Agree,Text+Video+Audio
maybe--maybe close your eyes.,Advise,Text
"uh, on second thought, open your eyes.",Arrange,Text
okay.,Acknowledge,Text
"no, see, now you're just staring at me and--and that's weird.",Oppose,Text+Video+Audio
"well, i wasn't.",Oppose,Text
you could just stomp on his head.,Advise,Text
what if i just kind of go like this?,Advise,Text
i'd rather be deported.,Joke,Text
"mateo, it's not that easy to just punch somebody that you're not fighting with.",Inform,Audio
why isn't pacifism a straight guy thing?,Doubt,Text
so... what are you gonna do now?,Asking for opinions,Text
just--just talk to jeff.,Advise,Text+Video+Audio
"yeah, maybe.",Acknowledge,Text+Video+Audio
i'm sorry i didn't come through for you.,Apologise,Text
"yeah, you reText+Video+Audioy blew it.",Agree,Text+Video+Audio
"okay, so, everyone wash their hands, not just for cacas, but also for wee-wees.",Inform,Text
"and if you need help wiping, well, just come see me, okay?",Inform,Audio
absolutely.,Agree,Text+Video+Audio
i'm surprising jerusha with a photo of Text+Video+Audio the kids we've ever fostered.,Plan,Text
how old's this one?,Asking for opinions,Text+Video+Audio
cool.,Praise,Text
what's going on with little homey over here?,Care,Text+Video
"uh, this is attachment therapy for timur's displacement/rage issues.",Introduce,Text+Video+Audio
stop!,Prevent,Text
stop it!,Prevent,Text
stop! stop eating.,Warn,Text+Video+Audio
"hey, kristen.",Greet,Text
"oh, sorry.",Apologise,Text
"sorry, it's reText+Video+Audioy dry.",Apologise,Text
"yeah, we are.",Agree,Text
"wait, why?",Doubt,Text
he seems nice.,Praise,Text
"like, um, he talks way too much about cheese.",Explain,Text
great. cool.,Praise,Text
"well, i just--i just wanted to make sure that you were aware of the-the cheese and the-the films.",Explain,Text
"wait, the meth?",Doubt,Text+Video+Audio
"crystal meth, he smokes a ton of it.",Warn,Text+Video+Audio
is that-is that a deal-breaker?,Doubt,Text+Video
there is free candy in toy department.,Inform,Text
"hey, baby.",Greet,Text
come get this candy.,Inform,Audio
"so, bo, what makes you interested in a career at cloud 9?",Asking for opinions,Text
"oh, sure, sure--money.",Agree,Text
"we've got the baby, and, you know, we're saving up for a wedding, and it's reText+Video+Audioy expensive.",Explain,Text+Video+Audio
and he's good with people.,Praise,Text
"okay, uh, where do you see yourself in the future?",Care,Text+Video+Audio
he means--where do you see yourself at cloud 9?,Explain,Text
"um, glenn is in charge of hiring.",Warn,Text+Video+Audio
"yeah, i got--i got lost and stuff, so...",Explain,Text
thank you.,Thank,Text
"you know, there's, like, a lot of dangerous people out there.",Explain,Text
"you know, people spend so much time watching the coasts.",Explain,Text
you know where they're gonna strike first?,Asking for opinions,Text
"yeah, what's up, truth?",Doubt,Text+Video+Audio
"ha, who knew? here i thought you were nothing more than a worthless dirt bag.",Taunt,Text+Video
"careful, leonard. liquid nitrogen, 320 degrees below zero.",Warn,Text+Video+Audio
why are you smashing a flash-frozen banana?,Doubt,Text
because i got a bowl of cheerios and i couldn't find a knife.,Explain,Text
what are you doing?,Doubt,Text+Video+Audio
just extending the intimacy.,Explain,Text
"hey, do you wanna slip over to the radiation lab and share a decontamination shower?",Invite,Text
"okay, what exactly do you think's going on between us?",Asking for opinions,Text
oh.,Acknowledge,Text
okay.,Acknowledge,Text
i'm sorry. i'm sorry.,Apologise,Text
"hey, look. it's dr. stud.",Greet,Text
doctor what?,Doubt,Text
"well, how did you know about it?",Care,Text+Video+Audio
"well, that part's true.",Agree,Text
i'm fine.,Comfort,Text+Video+Audio
i am so sorry about what happened.,Apologise,Text
"yes, it is. that's why i broke up with him.",Explain,Text
he always does stuff like that.,Complain,Text+Video+Audio
so why was he at your party?,Care,Text+Video+Audio
"and i'm an idiot, because i always believe guys like that.",Complain,Text
"nothing, you're perfect.",Comfort,Text+Video+Audio
ecch. i'm not perfect.,Oppose,Text
"yes, you are.",Comfort,Text+Video+Audio
"you reText+Video+Audioy think so, don't you?",Confirm,Text
are you sure that your being drunk and your being angry with kurt doesn't have something to do with what's going on here?,Confirm,Text+Video+Audio
"boy, you're reText+Video+Audioy smart.",Praise,Text
"yeah, i'm a freaking genius.",Taunt,Text+Video+Audio
"leonard, you are so great.",Praise,Text
"because if Text+Video+Audio guys were like me, the human race couldn't survive.",Joke,Text+Video+Audio
i should probably go.,Leave,Text
thank you.,Thank,Text
what are you doing?,Doubt,Text+Video+Audio
penny's still sleeping.,Warn,Text+Video+Audio
why don't you have breakfast in bed?,Advise,Text
because i am neither an invalid nor a woman celebrating mother's day.,Explain,Text
what time is it?,Care,Text
i slept Text+Video+Audio day?,Doubt,Text
"no, it's 6:30 in the morning.",Oppose,Text
i now have a bowl of shredded wheat paste.,Complain,Audio+Video
hi. christy.,Greet,Text
"so, christy, what are your plans?",Asking for opinions,Text
"well, howard said he'd take me shopping in beverly hills.",Plan,Text+Video+Audio
"not that i don't love having you, but it's a little crowded.",Explain,Text
"penny, you're always welcome to stay with us.",Invite,Text
"oh, terrific. now we're running a cute little b & b.",Taunt,Text+Video+Audio
"what is that, like a mexican deli?",Confirm,Text+Video
"i'm sorry, i should have mentioned this earlier.",Apologise,Text
oh. that's so cool.,Praise,Text
my first jew.,Flaunt,Text+Video+Audio
"okay, i'll go pack my stuff.",Leave,Text
"howard, can't you see she's using you?",Doubt,Text
and this is leonard and sheldon's apartment.,Introduce,Text
"leonard, may i present, live from new delhi, dr. and mrs. v. m. koothrappali?",Introduce,Text
hi.,Greet,Text
"sorry, papa.",Apologise,Text
he lives with leonard.,Introduce,Text
"yeah. no, we're not like haroon and tanvir.",Oppose,Text
"papa, please don't start.",Prevent,Text
"that's my life, my friends. good to see you. say bye.",Leave,Text+Video+Audio
a spring wedding?,Doubt,Text+Video+Audio
your parents don't consider this meddling.,Comfort,Text+Video+Audio
while arranged marriages are no longer the norm indian parents continue to have an involvement in their children's love lives.,Explain,Text+Video
why are you telling me about my own culture?,Doubt,Text
you seemed confused.,Explain,Text+Video+Audio
my parents are trying to marry me off to a stranger. what am i going to do?,Asking for opinions,Text+Video+Audio
romantic love as the basis for marriage has only existed since the 19th century.,Introduce,Text+Video+Audio
"up until then, arranged marriages were the norm and it served society quite well.",Introduce,Text+Video+Audio
"me too. of course, it speaks to me culturText+Video+Audioy.",Agree,Text+Video
i need guinea pigs.,Ask for help,Text+Video
"okay, there's a lab animal supply company in reseda you could try.",Advise,Text
"but if your research is going to have human applications, i suggest white mice.",Advise,Text
their brain chemistry is far closer to ours.,Explain,Text
with certain obvious exceptions.,Oppose,Text+Video+Audio
"so, leonard, how about it?",Asking for opinions,Text
um.... raj is going through some stuff right now and he'd like to take up drinking.,Explain,Text+Video+Audio
this drink is an example of how liquids with different specific gravities interact in a cylindrical container.,Introduce,Text
thank you.,Thank,Text
"okay, raj, what'll it be?",Asking for opinions,Text
how about a grasshopper? i make a mean grasshopper.,Advise,Text
"okay, can you please order a cocktail? i need to practice mixing drinks.",Ask for help,Text
that's rum and coke without the rum.,Introduce,Text
yes.,Agree,Text+Video
yes.,Agree,Text+Video
bartenders are supposed to have people skills.,Taunt,Text+Video
are you talking to me?,Doubt,Text+Video
is there another penny here?,Doubt,Text+Video+Audio
i was going to be the indira gandhi of particle astrophysics.,Plan,Text+Video+Audio
it's amazing.,Praise,Text
how can i be a gynecologist? i can barely look a woman in the eye.,Complain,Text
you know what? i'm not going to let my parents control my future.,Inform,Audio
it's time for a showdown.,Plan,Text+Video+Audio
somebody give me a computer with a webcam.,Ask for help,Text+Video+Audio
"okay, calm down.",Comfort,Text+Video
no one can make you get married.,Comfort,Text+Video+Audio
"why don't you meet this girl, see what happens?",Advise,Text
haven't you been listening? i cannot talk to women.,Complain,Text+Video+Audio
"raj, honey you say you can't talk to women but you've been talking to me.",Comfort,Text+Video+Audio
you're right. i-i am talking to you.,Agree,Text
"hello, penny. how are you?",Greet,Text
it's a sweet green miracle.,Praise,Text
happiness?,Doubt,Text
freedom?,Doubt,Text
this warm glow inside of me that promises everything's going to be Text+Video+Audio hunky dunky?,Doubt,Text
"yeah, that.",Agree,Text+Video
why don't you bring her to my restaurant so i can keep an eye on you?,Advise,Text
okay.,Acknowledge,Text
"what's the plan? let's say he meets her, he likes her, they get married.",Asking for opinions,Text
"maybe you should keep your eye on the bText+Video+Audio, papa.",Advise,Text
"oh, now you're a funnyman? this is not funny, mr. funnyman.",Criticize,Text
"dr. and mrs. koothrappali, in Text+Video+Audio fairness, it wasn't entirely raj's fault.",Inform,Audio
"you, you are the one who ruined everything.",Criticize,Text
turn us. turn us.,Arrange,Text
"go ahead, tell my parents why they won't have any grandchildren.",Arrange,Text
friends don't do that to each other.,Criticize,Text+Video+Audio
"Text+Video+Audio right, noted.",Acknowledge,Text+Video+Audio
i'm not an alcoholic.,Oppose,Text+Video+Audio
"it was just this one time, papa, i swear.",Explain,Text+Video+Audio
don't embarrass him in front of his friends.,Prevent,Text
Text+Video+Audio right. carry us outside.,Arrange,Text
we want to talk to you in private.,Inform,Text
i have to go.,Leave,Text
"okay, well, good night.",Leave,Text
hold on.,Prevent,Text
"we ate, she lectured me on the link between gum disease and heart attacks nothing i didn't already know, and i came home.",Inform,Text
so you're not gonna see her again?,Doubt,Text+Video+Audio
why would i see her again?,Doubt,Text+Video
okay.,Acknowledge,Text
the x tens are online.,Inform,Text
it's a little loud.,Complain,Text+Video
"san francisco, lisbon, halifax: voilà.",Introduce,Text+Video
"okay, thanks.",Thank,Text
no. you don't get it.,Oppose,Text
"howard, enable public access.",Arrange,Text
public access enabled.,Inform,Text
see?,Introduce,Text+Video+Audio
no.,Oppose,Text
"someone in sichuan province, china is using his computer to turn our lights on and off.",Inform,Text
"huh. well, that's handy.",Taunt,Text+Video+Audio
oh! they found the remote-control cars.,Inform,Text
i promised my mother.,Inform,Text
it's from the institute for experimental physics.,Inform,Audio
"okay, if i may drill down to the bedrock of my question why did you throw it out?",Asking for opinions,Text+Video+Audio
because i have no interest in standing in the rose room of the pasadena marriott in front of a group of judgmental strangers who wouldn't recognize genius if it were standing in front of them giving a speech.,Explain,Text+Video
forget the parties? what a nerd.,Taunt,Text
"leonard, don't take this the wrong way, but the day you win a nobel prize is the day i begin my research on the drag coefficient of tassels on flying carpets.",Taunt,Text+Video+Audio
"ha, ha, ha. the only thing missing from that insult was your mama.",Taunt,Text
you can't. i'm the lead author.,Oppose,Text
"come on, the only reason you're the lead author is because we went alphabeticText+Video+Audioy.",Oppose,Text+Video+Audio
"excuse me, i designed the experiment that proved the hypothesis.",Complain,Text+Video+Audio
it doesn't need proving.,Oppose,Text+Video
so the entire scientific community is just supposed to just take your word?,Doubt,Text
"i'm going to the conference, presenting our findings.",Plan,Text
you forbid it?,Doubt,Text
"you know, like in the classic sci-fi movie scanners?",Explain,Text+Video+Audio
how about this one?,Advise,Text+Video+Audio
"it says,  i know my physics, but i'm still a fun guy.  oh.",Joke,Text+Video+Audio
they don't. that's why i saved this one.,Explain,Text
that's the bottle city of kandor.,Introduce,Text
uh-huh.,Acknowledge,Text
"you see, kandor was the capital city of the planet krypton.",Introduce,Text+Audio
it was miniaturized by brainiac before krypton exploded and then rescued by superman.,Introduce,Text
"oh, nice.",Praise,Text
"here, why don't you put these on while i find a shirt and sport coat?",Advise,Text+Video+Audio
"no, no. scientists do not compromise.",Oppose,Text
that's my original series battlestar galactica flight suit.,Introduce,Text
"oh, why didn't you wear it on hText+Video+Audiooween?",Advise,Text+Video+Audio
because it's not a costume. it's a flight suit.,Explain,Text
is this your only tie?,Confirm,Text
"ah, technicText+Video+Audioy, yes.",Agree,Text+Video
"oh, sweetie, i don't even think it works as one.",Oppose,Text+Video
i said no. put it down.,Arrange,Text
you should just talk to him. i'm sure you guys can work this out.,Advise,Text+Video
excuse me. little idea?,Doubt,Text+Video+Audio
don't you ever speak to me again.,Prevent,Text+Video+Audio
i'm gonna ask one more time.,Inform,Audio
"we did the work together, let's present the paper together.",Advise,Text+Video+Audio
let's go.,Leave,Text
do you think penny will come here and take care of us?,Asking for opinions,Text+Video
"can you go to the kitchen and get me the turkey baster labeled,  mucus?",Ask for help,Text
under the sink. yellow tupperware bowl.,Inform,Audio
why wouldn't the sonora desert make a perfectly good promised land?,Doubt,Text
so we have a sociText+Video+Audioy awkward genius in a room of attractive age-appropriate women.,Explain,Text+Video+Audio
anyone else see the flaw in this plan?,Doubt,Text+Video+Audio
like what? we can't get 15-year-old girls drunk.,Oppose,Text
how about that one?,Asking for opinions,Text
"okay. uh.... oh, hey, how about her?",Asking for opinions,Text
how about her?,Asking for opinions,Text
one of us should go talk to her.,Advise,Text
i can't just go up and talk to her.,Refuse,Text+Video+Audio
"howard, you talk to her.",Arrange,Text
"why don't we do it your way, then?",Advise,Text
"could i have everyone's attention, please?",Inform,Audio
what a wonderful occasion this is.,Praise,Text
mr. kim was not only the valedictorian at stanford university he is also the youngest recipient of the prestigious stevenson award.,Introduce,Text
"and now, without any further ado let me introduce the man of the hour, mr. dennis kim.",Introduce,Text
would you like to tell us about your upcoming research?,Asking for opinions,Text
"oh, no, thanks. i'm going to the mText+Video+Audio with emma.",Refuse,Text
did anyone see how he did it?,Doubt,Text+Video
"don't worry, i've got this.",Comfort,Text
thank you.,Thank,Text
forget the mission. how did that little yutz get a girl on his own?,Doubt,Text
"so smart, it's off-putting.",Taunt,Text+Video
"yeah, let's go with that.",Agree,Text
why'd you set it for the day before yesterday?,Doubt,Text
because i wanna go back and keep myself from getting a time machine.,Explain,Text
can i go back and prevent you from explaining that to me?,Doubt,Text+Video+Audio
are you upset about something?,Care,Text
what was your first clue?,Asking for opinions,Text+Video
"well, it was a number of things. first, the late hour.",Explain,Text
good for me.,Leave,Text+Video+Audio
i disagree.,Oppose,Text
are you expecting an example involving a real-life time machine?,Doubt,Text+Video+Audio
that's absurd.,Leave,Text+Video+Audio
"sorry, raj, my mind is made up.",Apologise,Text
no. i can't let you do this.,Prevent,Text
"sheldon, get out of my way.",Warn,Text
if you do not get out of my way i will open it.,Warn,Text
"okay, man, be cool.",Comfort,Text
what the hell's going on?,Care,Text
"okay, okay, look, if this is about yesterday, leonard i am reText+Video+Audioy sorry about what i said. i was just upset.",Apologise,Text
thanks.,Thank,Text
excuse me.,Greet,Text
"bye, guys.",Leave,Text
"come on, shelly.",Invite,Text+Video
i want you to know i'm very proud of you.,Praise,Text
you tell people i'm a rocket scientist?,Confirm,Text+Video+Audio
"a rocket scientist, how humiliating.",Complain,Text+Video
"well, if i had a gun there, would you have shot yourself?",Joke,Text+Video+Audio
"no, after my tongue has swollen to the size of a brisket.",Oppose,Text
"oh, god, oh, god, oh, god-the laundry is out of the hamper.",Inform,Audio
"okay, we don't have that in stock but i can special-order it for you.",Inform,Text
"we're late for leonard's birthday party and for another, i told him to cText+Video+Audio security.",Inform,Text
my friend is having Text+Video+Audioergic reaction to peanuts.,Ask for help,Text+Video+Audio
please help me.,Ask for help,Text
he's coming. screen saver.,Arrange,Text+Video+Audio
"oh, hey, leonard.",Greet,Text
"sheldon, how could you just sit there and let them spy on me?",Criticize,Text
what are you talking about? the date went fine.,Doubt,Text
where could i have gone wrong?,Doubt,Text+Video
i didn't even have to refer to my impromptu conversation starters.,Flaunt,Text+Video+Audio
that woman across the hText+Video+Audio is into me.,Flaunt,Text+Video+Audio
let's go to the tape.,Advise,Text+Video
"nice close-up, by the way.",Praise,Text
that's not a bad sign.,Oppose,Text+Video+Audio
please. you might as well have been two iguana with no dewlap enlargement.,Taunt,Text
"i'm not there, because i'm taking things slow.",Explain,Text
"which, by the way, compared to you guys, approaches warp speed.",Complain,Audio+Video
and take down that camera.,Arrange,Text
"yeah, fyi, the hot water is inadequate on machine 2, so colors only.",Advise,Text+Video+Audio
why don't you just take your clothes down to the river and beat them with a rock?,Taunt,Text+Video+Audio
"sheldon, may i ask you a question?",Asking for opinions,Text+Video+Audio
because i've come to learn that such inquiries are inappropriate.,Explain,Text
"oh! well, a few years ago he did go out with a woman who had a ph.d. in french literature.",Inform,Audio
so.... do you think that if leonard and i keep dating he'll eventuText+Video+Audioy get bored with me?,Asking for opinions,Text+Video
no.,Oppose,Text
no.,Oppose,Text
why would you lie about that?,Asking for opinions,Text+Video+Audio
he was going on about this college and that grad school and i didn't want him to think i was some kind of stupid loser.,Explain,Text
you thought the opposite of  stupid loser  was  community-college graduate?,Doubt,Text
"well, i'm sorry.",Apologise,Text
what?,Doubt,Text
"secret-keeping is a complicated endeavor. one has to be concerned not only about what one says, but about facial expressions, autonomic reflexes.",Explain,Text
when i try to deceive i myself have more nervous tics than a lyme disease research facility.,Explain,Text+Video
"okay, look, if leonard finds out that i lied, i will absolutely die of embarrassment.",Inform,Text
"look, i'm asking you as a friend.",Ask for help,Text+Video+Audio
"if you're not doing anything friday night, i thought we could go see a movie.",Invite,Text+Audio
"you know, i think i have the dinner shift on friday.",Refuse,Text+Video+Audio
the manager hasn't posted the schedule. how about i let you know?,Explain,Text+Video+Audio
i have no information about your interactions with penny nor do i have any method of learning such things.,Leave,Text+Video+Audio
"i just think you need to be careful how you phrase things, sir.",Advise,Text
"why do you drag me into matters which have nothing to do with me but exist between you and penny, a person to whom i barely speak?",Complain,Audio+Video
what's wrong with your face?,Care,Text
there's no reason to bring my looks into this.,Criticize,Text+Video+Audio
"i said, good day.",Leave,Text
good day?,Doubt,Text+Video+Audio
oh.,Acknowledge,Text
"good night, sheldon.",Leave,Text
"penny, hold on.",Prevent,Text
you sure things can't work out with you and leonard?,Confirm,Text+Video+Audio
"oh, sweetie, i'm sorry.",Apologise,Text
"oh, gee, well, thank you for that.",Thank,Text
no. that response is unacceptable to me.,Oppose,Text
wait a minute. why am i doing Text+Video+Audio the giving here?,Doubt,Text+Video
because love trumps hate.,Explain,Text
"oh, now you're just making stuff up.",Oppose,Text+Video+Audio
"okay. good night, sheldon.",Leave,Text
"penny, are you experiencing some sort of difficulty?",Care,Text
yeah.,Acknowledge,Text
"Text+Video+Audio right, then.",Leave,Text+Video+Audio
would it be possible for you to do this a little more quietly?,Advise,Text+Video+Audio
that baldwin lock on your door uses traditional edge-mounted cylinders whereas the key for your volkswagen uses a center-cylinder system.,Explain,Text
"thank you, sheldon.",Taunt,Text+Video+Audio
point of inquiry: why did you put your car key in the door lock?,Doubt,Text
i'll tell you why. today i had an audition.,Explain,Text+Video+Audio
"before i could start, they told me i look too midwest for the part.",Complain,Text+Video
too midwest. what the hell does that even mean?,Complain,Text
i haven't gotten a single acting job. i've accomplished nothing.,Complain,Text
and when i was walking up those stairs a fly flew in my mouth and i ate it.,Complain,Text
"oh, son of a bitch.",Complain,Audio+Video
"but returning to your key conundrum, you should cText+Video+Audio a locksmith.",Advise,Text
would you prefer to wait in our apartment?,Invite,Text+Video+Audio
"no, i'd rather sit on this freezing floor, sobbing like a 3-year-old.",Refuse,Text+Video+Audio
just when i think i've gotten the hang of sarcasm.,Taunt,Text+Video
"oh, leonard, there you are.",Greet,Text
i just got here.,Inform,Audio
good. perfect timing.,Praise,Text
"howard, help me out here.",Ask for help,Text
"now, how do you propose i get home?",Asking for opinions,Text
you're just gonna have to find someone else to take you home.,Inform,Audio
sorry.,Apologise,Text
"well, as it turns out, it's also a klingon word.",Agree,Text+Video+Audio
judge's ruling?,Doubt,Text
did you pay your cable bill?,Doubt,Text+Video+Audio
"what do you mean,  ohh?  like she didn't know we were nerds?",Taunt,Text+Video+Audio
they're gorgeous.,Praise,Text
"oh, look, there's the future mrs. wolowitz.",Introduce,Text
"no wait, that's the future mrs. wolowitz.",Introduce,Text+Video+Audio
is qochbe spelled with a  qo  or a  ko?  why is that mrs. wolowitz crying?,Doubt,Text
"oh, that's anaïs. none of the other girls in the house like her.",Introduce,Text
house? what house?,Doubt,Text
you're telling me that i'm within driving distance of a house filled with aspiring supermodels?,Confirm,Text+Video+Audio
"yeah, i guess.",Agree,Text
what are you gonna do?,Asking for opinions,Text+Video
i'll just do my laundry another night.,Plan,Text
another night?,Confirm,Text+Video+Audio
"woman, you are playing with forces beyond your ken.",Warn,Text+Video+Audio
how is deep space nine better than saturn 3?,Doubt,Text
in what sense is that a compromise?,Doubt,Text
"i'll tell you what. how about we go rock, paper, scissors?",Advise,Text
"anecdotal evidence suggests that in a game of rock, paper, scissors players familiar with each other will tie 75 to 80 percent of the time due to the limited number of outcomes.",Explain,Text+Video
"i suggest rock, paper, scissors, lizard, spock.",Advise,Text
"noticed the eye patch, did you?",Confirm,Text
i got a whole list of them. who wants to be my wingman?,Invite,Text+Video+Audio
"oh, did you get pink eye again?",Doubt,Text+Video+Audio
"yeah, just move your stupid scooter before i pick it up and throw it in the dumpster.",Arrange,Text
"yeah, i'm sorry, but i'm not going to watch the clone wars tv series until i've seen the clone wars movie.",Apologise,Text
what'd i do?,Doubt,Text
"hello? hey, howard.",Greet,Text
how can five not be worse than one?,Doubt,Text+Video
"first of Text+Video+Audio, that's a comparison of quality, not intensity.",Inform,Audio
"secondly, star trek i is orders of magnitude worse than star trek v.",Inform,Audio
